epoch,model_name,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_tp,train_fp,train_tn,train_fn,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_tp,val_fp,val_tn,val_fn,epoch_time_seconds
27,ViT-B16,1.0069021995250995,50.67437379576107,0.5147545846817692,0.4643900905714411,0.4508874384518493,263,256,1301,256,0.9135316119474524,58.91472868217055,0.4946915064102564,0.5011699353409781,0.49061473344142636,76,53,334,53,662.6696949005127
28,ViT-B16,0.951542736016787,52.98651252408478,0.5472046740162682,0.4856116402996324,0.46517311411948997,275,244,1313,244,1.057876499260173,48.837209302325576,0.4074415604128719,0.5228642325416519,0.4358067348447044,63,66,321,66,651.4050369262695
29,ViT-B16,0.9811771686260516,50.86705202312138,0.5389947936367839,0.4906750072832224,0.496427485348305,264,255,1302,255,0.917173213818494,51.162790697674424,0.5732142857142857,0.4401234237130711,0.36335245361654506,66,63,324,63,685.6928663253784
30,ViT-B16,1.0252847497279827,47.97687861271676,0.4771446526361689,0.4376679357755423,0.40855077152248503,249,270,1287,270,1.001914431067074,52.71317829457365,0.5113304093567251,0.45088504268924373,0.44850394703335883,68,61,326,61,675.1784143447876
31,ViT-B16,1.0445290776399465,47.398843930635834,0.4672607591997883,0.4446588650675423,0.4361634670881521,246,273,1284,273,1.0032932898577522,55.03875968992248,0.48166666666666663,0.4686037580823777,0.4509819448843839,71,58,329,58,620.5338516235352
32,ViT-B16,1.0968331722112803,49.90366088631985,0.4040521893511927,0.43508761687065584,0.38619297119033447,259,260,1297,260,1.0538801550865173,54.263565891472865,0.4568001736676436,0.4707516164755474,0.40086877828054296,70,59,328,59,559.5428357124329
33,ViT-B16,1.0468877049592824,49.90366088631985,0.4941178031594696,0.4698540819660336,0.46739769040566725,259,260,1297,260,0.9362781258190379,52.71317829457365,0.3361032531824611,0.45386346586646664,0.3661723163841808,68,61,326,61,566.0613412857056
34,ViT-B16,1.0574326139229995,46.82080924855491,0.44502519885616537,0.43353427655486476,0.4223684210526316,243,276,1281,276,1.0373135419452892,51.93798449612403,0.3423263629574309,0.44579894973743434,0.36313386205239123,67,62,325,62,567.8821732997894
35,ViT-B16,1.0079202386049124,51.445086705202314,0.49285079181986396,0.4692984015833195,0.4534257466391722,267,252,1305,252,0.9415607943254358,53.48837209302325,0.35436893203883496,0.45967741935483875,0.3753304494111992,69,60,327,60,575.7510869503021
36,ViT-B16,1.0183736521464128,50.481695568400774,0.6747015638984193,0.44970253491523743,0.41639116218750677,262,257,1300,257,0.9868427339722129,51.162790697674424,0.33197167755991286,0.4399849962490623,0.3568965517241379,66,63,324,63,595.9852952957153
37,ViT-B16,0.9834829325859363,50.67437379576107,0.4113176520114716,0.45004092758176967,0.4018144697492524,263,256,1301,256,1.1484286574756397,48.837209302325576,0.29332386363636365,0.4247936984246061,0.3362185251798561,63,66,321,66,616.3079087734222
38,ViT-B16,1.00332095852265,53.371868978805395,0.528584962662933,0.49320511323494204,0.4823872743566765,277,242,1315,242,0.9537345276159399,52.71317829457365,0.34368191721132896,0.45386346586646664,0.3689655172413793,68,61,326,61,636.2781805992126
39,ViT-B16,1.004758028800671,50.28901734104046,0.4702866712054333,0.46551697315174223,0.4513739932480068,261,258,1299,258,1.024128160055946,51.162790697674424,0.3409615384615384,0.4377344336084021,0.3571428571428571,66,63,324,63,648.7756857872009
40,ViT-B16,1.0099319980694696,51.445086705202314,0.4955867140193784,0.46142182654961617,0.42565207901342356,267,252,1305,252,0.9454040807836196,53.48837209302325,0.5206270627062706,0.45770371164219625,0.3912698412698413,69,60,327,60,617.6437129974365
41,ViT-B16,1.003266976888363,49.90366088631985,0.47243508245528604,0.45155710577126085,0.42719488114224957,259,260,1297,260,0.9844294926699471,44.96124031007752,0.6176470588235294,0.40927917418915166,0.38547151542281627,58,71,316,71,585.472986459732
42,ViT-B16,0.9891482660403619,50.86705202312138,0.42647856755290287,0.4522002408476138,0.41351540616246496,264,255,1302,255,0.982271183939541,51.162790697674424,0.35141509433962265,0.43548387096774194,0.3572582649763858,66,63,324,63,618.619499206543
43,ViT-B16,0.9675420944507306,54.72061657032755,0.4678015029325513,0.49502971672687857,0.4650894914052809,284,235,1322,235,0.9434246631229625,54.263565891472865,0.3553921568627451,0.467741935483871,0.3810344827586207,70,59,328,59,637.2873239517212
44,ViT-B16,0.9918685958935665,50.86705202312138,0.4252589013157605,0.4575314417006059,0.42409448379497683,264,255,1302,255,0.9769514869241154,58.91472868217055,0.49280161582000515,0.5059121923337977,0.46478309232480536,76,53,334,53,589.914853811264
45,ViT-B16,1.0051909653040079,52.79383429672448,0.6880612244897959,0.4718399926165227,0.4367104350716903,274,245,1312,245,0.9624247340595021,53.48837209302325,0.709920634920635,0.4737863724172801,0.4432279362029585,69,60,327,60,612.3374171257019
46,ViT-B16,0.9985657013379611,53.179190751445084,0.5251817780499803,0.478750502748753,0.4455235070659559,276,243,1314,243,0.9472333543440875,51.162790697674424,0.4893707482993197,0.44026185117707994,0.37238450134230877,66,63,324,63,614.4561750888824
47,ViT-B16,1.0014605017808766,52.601156069364166,0.4554003139717425,0.47782332494730717,0.4518055183344065,273,246,1311,246,0.9769594038234037,51.93798449612403,0.3423263629574309,0.44579894973743434,0.36313386205239123,67,62,325,62,597.6912341117859
48,ViT-B16,0.9971158353181986,53.371868978805395,0.46144869756701623,0.46844713442056807,0.4253083041758109,277,242,1315,242,0.9515565213035134,52.71317829457365,0.34368191721132896,0.45386346586646664,0.3689655172413793,68,61,326,61,656.587310552597
49,ViT-B16,0.9699418393465189,52.79383429672448,0.5246024909495195,0.46991043110779285,0.4365943454817526,274,245,1312,245,0.897454065435073,58.139534883720934,0.4994047619047619,0.49636069731718646,0.46985504964008473,75,54,333,54,677.386611700058
50,ViT-B16,0.9803424853544969,53.371868978805395,0.5250943675368486,0.4896526522134509,0.48347865485886676,277,242,1315,242,0.9216804539456087,55.81395348837209,0.4484848484848485,0.48071839388418536,0.4620779013906938,72,57,330,57,663.0831384658813
